date,tavg,tmin,tmax,prcp,wspd,pres
2024-10-29 00:00:00,15.8,11.1,19.4,,11.7,1014.0
2024-10-30 00:00:00,14.8,8.3,23.9,0.0,8.4,1018.2
2024-10-31 00:00:00,14.8,6.7,22.8,0.0,6.8,1017.2
2024-11-01 00:00:00,14.3,6.7,20.6,0.0,7.6,1014.0
2024-11-02 00:00:00,16.2,11.7,21.1,,7.9,1013.6
2024-11-03 00:00:00,15.4,11.1,20.6,,7.5,1011.5
2024-11-04 00:00:00,15.4,6.7,25.6,0.0,8.4,1016.6
2024-11-05 00:00:00,15.9,7.8,25.0,0.0,8.7,1013.9
2024-11-06 00:00:00,17.7,8.9,25.6,,15.1,1011.6
2024-11-07 00:00:00,17.0,7.8,23.9,0.0,8.4,1018.3
2024-11-08 00:00:00,14.7,6.7,23.9,0.0,8.2,1018.5
2024-11-09 00:00:00,15.4,7.8,25.0,0.0,8.6,1014.7
2024-11-10 00:00:00,15.5,7.8,25.0,0.0,5.5,1015.5
2024-11-11 00:00:00,14.4,7.8,23.9,0.0,6.8,1016.9
2024-11-12 00:00:00,15.1,8.9,21.1,,7.1,1017.2
2024-11-13 00:00:00,16.0,8.3,25.6,0.0,7.2,1017.4
2024-11-14 00:00:00,14.4,7.2,22.2,0.0,8.6,1014.2
2024-11-15 00:00:00,13.9,11.7,17.2,,13.5,1013.4
2024-11-16 00:00:00,12.4,8.9,18.3,0.0,8.9,1013.3
2024-11-17 00:00:00,11.2,3.9,19.4,0.0,8.5,1014.7
2024-11-18 00:00:00,12.6,7.8,18.3,0.0,12.9,1015.3
2024-11-19 00:00:00,12.8,7.8,20.0,0.0,7.8,1017.3
2024-11-20 00:00:00,14.8,7.2,22.2,0.0,5.8,1020.4
2024-11-21 00:00:00,13.6,6.7,23.3,0.0,6.4,1019.4
2024-11-22 00:00:00,12.7,6.1,22.8,0.0,5.3,1017.2
2024-11-23 00:00:00,12.6,5.0,20.0,,6.7,1016.1
2024-11-24 00:00:00,14.9,11.6,18.9,0.7,5.6,1018.0
2024-11-25 00:00:00,15.6,10.6,26.1,0.0,6.2,1020.2
2024-11-26 00:00:00,15.8,10.0,22.8,0.0,6.3,1018.9
2024-11-27 00:00:00,15.2,11.7,20.6,0.0,3.9,1016.6
2024-11-28 00:00:00,15.2,11.1,21.7,0.0,4.1,1016.0
2024-11-29 00:00:00,17.4,12.8,24.4,0.0,5.5,1016.0
2024-11-30 00:00:00,16.6,9.4,24.4,0.0,8.3,1017.4
2024-12-01 00:00:00,15.7,10.6,22.0,0.0,7.7,1019.2
2024-12-02 00:00:00,14.5,8.3,22.2,0.0,7.4,1019.1
2024-12-03 00:00:00,13.8,8.3,21.0,0.0,5.7,1019.5
2024-12-04 00:00:00,12.3,8.3,17.2,0.0,4.6,1020.8
2024-12-05 00:00:00,11.1,6.1,17.8,0.0,4.8,1019.3
2024-12-06 00:00:00,13.5,5.6,22.2,0.0,5.3,1017.6
2024-12-07 00:00:00,16.9,9.4,27.2,0.0,10.0,1018.3
2024-12-08 00:00:00,13.3,8.3,21.7,0.0,5.6,1018.2
2024-12-09 00:00:00,12.1,8.9,18.3,,4.9,1019.1
2024-12-10 00:00:00,16.7,,,,19.5,1023.3
2024-12-11 00:00:00,16.2,10.6,25.0,,7.6,1018.2
2024-12-12 00:00:00,12.5,7.2,17.8,,8.7,1015.6
2024-12-13 00:00:00,12.2,7.2,17.2,,7.2,1020.6
2024-12-14 00:00:00,12.5,7.8,20.6,0.0,8.6,1021.5
2024-12-15 00:00:00,12.0,6.1,17.8,0.0,6.2,1020.8
2024-12-16 00:00:00,11.7,5.0,20.6,0.0,7.8,1019.6
2024-12-17 00:00:00,12.9,5.0,21.7,0.0,5.5,1018.8
2024-12-18 00:00:00,16.3,10.8,25.0,0.0,4.8,1018.7
2024-12-19 00:00:00,13.9,7.8,25.0,0.0,5.6,1018.7
2024-12-20 00:00:00,12.4,7.2,20.6,0.0,4.8,1020.6
2024-12-21 00:00:00,11.2,3.3,19.4,0.0,5.3,1021.0
2024-12-22 00:00:00,12.1,5.6,19.4,0.0,4.7,1019.8
2024-12-23 00:00:00,13.6,9.4,20.0,0.0,4.1,1019.3
2024-12-24 00:00:00,12.5,8.3,16.7,0.1,6.1,1018.6
2024-12-25 00:00:00,12.4,8.9,16.7,,7.3,1017.9
2024-12-26 00:00:00,11.7,6.1,18.3,0.0,7.8,1017.9
2024-12-27 00:00:00,12.6,5.6,18.3,0.3,6.2,1018.3
2024-12-28 00:00:00,13.3,8.9,18.3,0.0,4.8,1019.0
2024-12-29 00:00:00,10.8,7.2,17.8,0.0,4.9,1019.7
2024-12-30 00:00:00,11.5,7.2,17.8,0.0,5.6,1017.5
2024-12-31 00:00:00,10.9,6.7,15.0,0.0,4.3,1017.2
2025-01-01 00:00:00,10.3,6.7,16.7,0.0,5.0,1018.3
2025-01-02 00:00:00,13.1,4.4,23.9,0.0,6.4,1018.1
2025-01-03 00:00:00,11.8,8.3,21.7,0.0,7.9,1017.8
2025-01-04 00:00:00,10.9,5.6,17.2,0.0,7.1,1018.8
2025-01-05 00:00:00,14.3,4.4,25.0,0.0,7.3,1019.1
2025-01-06 00:00:00,15.1,7.8,25.0,0.0,8.8,1017.3
2025-01-07 00:00:00,14.1,8.3,18.9,0.0,8.9,1013.0
2025-01-08 00:00:00,15.3,7.8,22.2,0.0,8.7,1016.9
2025-01-09 00:00:00,13.0,4.4,22.2,0.0,9.2,1019.2
2025-01-10 00:00:00,14.2,7.2,20.0,0.0,8.6,1023.9
2025-01-11 00:00:00,11.5,5.6,19.4,0.0,8.6,1016.9
2025-01-12 00:00:00,11.7,3.9,20.6,0.0,7.7,1017.3
2025-01-13 00:00:00,13.6,5.6,21.0,0.0,16.3,1021.2
2025-01-14 00:00:00,13.4,6.7,21.1,0.0,9.8,1023.6
2025-01-15 00:00:00,13.8,4.4,22.8,0.0,12.8,1021.9
2025-01-16 00:00:00,9.6,2.2,16.1,0.0,9.2,1021.3
2025-01-17 00:00:00,10.0,6.1,16.7,0.0,9.6,1022.8
2025-01-18 00:00:00,10.2,5.6,16.7,0.0,8.2,1023.1
2025-01-19 00:00:00,10.1,4.4,16.1,0.0,8.9,1021.6
2025-01-20 00:00:00,13.1,7.8,18.9,0.0,6.4,1021.0
2025-01-21 00:00:00,13.1,5.0,21.7,0.0,14.2,1027.1
2025-01-22 00:00:00,14.6,7.2,24.4,0.0,6.6,1022.3
2025-01-23 00:00:00,17.3,8.3,26.1,0.0,11.1,1023.0
2025-01-24 00:00:00,15.6,6.7,23.9,0.0,13.6,1016
.5
2025-01-25 00:00:00,11.5,4.4,17.8,0.0,15.7,1013.2
2025-01-26 00:00:00,11.5,9.4,13.3,,10.6,1017.3
2025-01-27 00:00:00,10.3,6.7,14.4,,7.9,1018.6
2025-01-28 00:00:00,9.4,4.4,15.0,0.0,10.0,1018.2
2025-01-29 00:00:00,11.3,7.8,16.1,0.0,9.5,1019.9
2025-01-30 00:00:00,11.0,7.2,16.1,0.0,5.1,1023.3
2025-01-31 00:00:00,10.3,3.9,16.7,0.0,6.4,1023.4
2025-02-01 00:00:00,12.5,5.6,19.4,0.0,7.2,1020.1
2025-02-02 00:00:00,14.7,8.3,22.8,0.0,6.4,1017.7
2025-02-03 00:00:00,13.7,10.5,19.4,0.0,9.1,1014.2
2025-02-04 00:00:00,12.3,9.3,17.5,0.0,6.9,1016.3
2025-02-05 00:00:00,14.1,8.6,22.2,0.0,9.3,1017.9
2025-02-06 00:00:00,15.3,13.0,19.4,1.9,9.7,1018.2
2025-02-07 00:00:00,14.4,10.7,17.4,0.0,14.6,1020.2
2025-02-08 00:00:00,12.5,8.5,17.9,0.0,9.5,1019.0
2025-02-09 00:00:00,12.8,9.2,19.5,0.0,6.0,1017.4
2025-02-10 00:00:00,10.8,7.2,14.0,0.0,9.2,1018.0
2025-02-11 00:00:00,11.1,8.7,13.9,0.4,14.7,1015.2
2025-02-12 00:00:00,11.2,9.0,13.1,0.0,17.1,1014.8
2025-02-13 00:00:00,13.6,12.9,15.0,0.0,20.2,1017.3
2025-02-14 00:00:00,12.9,9.4,16.0,0.0,16.7,1020.6
2025-02-15 00:00:00,12.0,7.0,18.0,0.0,9.3,1022.2
2025-02-16 00:00:00,13.9,8.1,23.0,0.0,6.9,1017.4
2025-02-17 00:00:00,12.9,9.1,20.0,0.0,8.1,1015.6
2025-02-18 00:00:00,13.2,9.4,16.7,0.0,10.2,1017.0
2025-02-19 00:00:00,15.8,8.9,27.8,,6.2,1017.9
2025-02-20 00:00:00,17.5,10.0,30.0,0.0,5.4,1015.0
2025-02-21 00:00:00,14.9,11.1,25.0,0.0,6.0,1017.8
2025-02-22 00:00:00,18.2,8.9,33.3,0.0,7.8,1021.6
2025-02-23 00:00:00,20.1,12.2,36.0,0.0,8.5,1021.9
2025-02-24 00:00:00,18.2,11.7,29.4,0.0,8.7,1018.5
2025-02-25 00:00:00,17.8,10.6,26.1,0.0,5.5,1014.4
2025-02-26 00:00:00,18.1,10.0,28.3,0.0,4.9,1013.9
2025-02-27 00:00:00,22.8,10.6,36.7,0.0,15.2,1015.6
2025-02-28 00:00:00,20.1,13.9,29.4,0.0,8.1,1014.1
2025-03-01 00:00:00,17.6,12.8,23.9,0.0,9.9,1015.4
2025-03-02 00:00:00,19.7,12.2,25.0,,14.6,1019.4
2025-03-03 00:00:00,15.4,10.0,21.1,,16.8,1018.9
2025-03-04 00:00:00,15.4,8.9,25.0,0.0,8.1,1021.1
2025-03-05 00:00:00,13.3,9.4,20.6,,6.3,1015.2
2025-03-06 00:00:00,16.5,11.1,22.2,,18.6,1013.0
2025-03-07 00:00:00,13.1,8.3,22.8,,9.8,1017.0
2025-03-08 00:00:00,13.6,6.7,23.9,0.0,8.1,1024.1
2025-03-09 00:00:00,15.6,7.2,28.0,0.0,9.2,1021.0
2025-03-10 00:00:00,14.3,7.2,21.1,0.0,10.4,1014.0
2025-03-11 00:00:00,13.8,9.8,21.7,,16.8,1010.8
2025-03-12 00:00:00,19.6,13.3,23.3,,13.8,1015.2
2025-03-13 00:00:00,16.9,11.7,20.6,,17.8,1014.0
2025-03-14 00:00:00,15.3,,,,11.8,1016.7
2025-03-15 00:00:00,16.1,,,0.0,6.7,1018.1
2025-03-16 00:00:00,14.7,,,0.0,7.4,1020.3
2025-03-17 00:00:00,14.6,10.0,22.8,,6.6,
2025-03-18 00:00:00,14.8,,,,10.2,1023.9
2025-03-19 00:00:00,19.2,10.0,31.1,0.0,10.7,1023.3
2025-03-20 00:00:00,17.1,,,,8.0,1019.2
2025-03-21 00:00:00,15.1,8.9,26.7,0.0,5.4,1016.4
2025-03-22 00:00:00,15.9,10.6,20.0,0.0,5.8,1015.0
2025-03-23 00:00:00,15.1,12.2,18.9,0.0,6.8,1015.8
2025-03-24 00:00:00,14.9,10.5,21.1,0.0,9.2,1017.0
2025-03-25 00:00:00,15.9,12.8,23.3,0.0,7.5,1015.2
2025-03-26 00:00:00,17.9,13.9,23.3,0.0,7.8,1017.2
2025-03-27 00:00:00,19.1,14.4,27.2,0.0,7.4,1017.4
2025-03-28 00:00:00,22.2,16.1,26.7,,11.7,1015.9
2025-03-29 00:00:00,18.4,13.0,23.3,0.0,11.6,1015.2
2025-03-30 00:00:00,16.2,11.1,23.9,0.0,7.7,1018.0
2025-03-31 00:00:00,17.7,14.4,21.7,,10.8,1018.5
2025-04-01 00:00:00,15.4,12.2,18.9,,15.6,1015.3
2025-04-02 00:00:00,15.6,10.6,21.7,,17.8,1011.6
2025-04-03 00:00:00,14.6,10.6,20.0,,9.7,1013.6
2025-04-04 00:00:00,14.4,8.3,25.6,0.0,8.7,1017.9
2025-04-05 00:00:00,16.1,8.3,21.1,0.0,7.9,1021.5
2025-04-06 00:00:00,18.5,10.0,25.0,0.0,9.1,1021.2
2025-04-07 00:00:00,17.4,11.1,29.4,0.0,5.5,1018.3
2025-04-08 00:00:00,16.7,11.7,21.1,0.0,7.1,1016.4
2025-04-09 00:00:00,18.0,12.8,23.3,0.0,5.3,1017.6
2025-04-10 00:00:00,18.3,12.8,27.8,0.0,6.5,1018.9
2025-04-11 00:00:00,18.9,12.2,29.4,0.0,7.3,1016.1
2025-04-12 00:00:00,17.2,13.9,21.7,0.0,5.2,1014.5
2025-04-13 00:00:00,16.9,13.3,19.4,0.0,7.7,1014.3
2025-04-14 00:00:00,15.7,12.8,17.8,0.0,6.2,1015.7
2025-04-15 00:00:00,16.1,12.8,21.1,0.0,6.4,1017.1
2025-04-16 00:00:00,17.1,13.3,23.3,0.0,9.0,1015.3
2025-04-17 00:00:00,18.9,15.0,23.3,0.4,11.0,1014.8
2025-04-18 00:00:00,18.2,15.0,23.9,0.3,9.0,1015.8
2025-04-19 00:00:00,17.5,10.6,30.0,0.0,7.9,1018.2
2025-04-20 00:00:00,16.4,10.6,25.0,0.0,8.6,1017.1
2025-04-21 00:00:00,15.1,11.7,18.9,0.0,7.9,1015.1
2025-04-22 00:00:00,14.7,11.7,18.9,0.0,7.1,1014.2
2025-04-23 00:00:00,14.7,11.7,18.9,0.0,7.0,1014.4
2025-04-24 00:00:00,14.6,10.0,18.9,0.0,8.9,1014.7
2025-04-25 00:00:00,14.0,10.6,17.2,0.0,10.2,1015.3
2025-04-26 00:00:00,13.2,10.0,18.9,3.9,11.8,1015.1
2025-04-27 00:00:00,13.7,8.3,18.3,0.0,10.2,1017.8
2025-04-28 00:00:00,14.1,11.7,18.9,,8.1,1018.0
2025-04-29 00:00:00,15.4,10.6,21.1,0.0,6.7,1017.0
2025-04-30 00:00:00,15.7,13.3,20.6,0.0,6.0,1015.6
2025-05-01 00:00:00,15.7,13.3,20.0,0.0,8.7,1014.3
2025-05-02 00:00:00,16.1,13.9,20.6,0.0,9.3,1014.1
2025-05-03 00:00:00,14.9,13.3,18.3,0.9,10.3,1013.4
2025-05-04 00:00:00,12.6,11.1,15.0,4.4,15.8,1009.6
2025-05-05 00:00:00,13.9,11.7,17.8,0.0,8.9,1010.5
2025-05-06 00:00:00,14.4,10.6,19.4,0.0,7.4,1014.6
2025-05-07 00:00:00,16.5,12.8,21.1,0.0,8.8,1016.2
2025-05-08 00:00:00,16.8,12.8,22.8,0.0,6.8,1017.0
2025-05-09 00:00:00,19.6,13.9,28.3,0.0,5.1,1014.6
2025-05-10 00:00:00,23.4,13.9,32.8,0.0,6.1,1011.5
2025-05-11 00:00:00,21.4,15.0,28.3,0.0,7.0,1011.4
2025-05-12 00:00:00,17.1,12.8,22.2,0.0,9.5,1013.8
2025-05-13 00:00:00,15.4,12.8,19.4,0.2,14.6,1016.2
2025-05-14 00:00:00,15.5,9.4,20.6,0.0,8.4,1016.3
2025-05-15 00:00:00,15.5,12.2,21.1,0.0,9.3,1015.1
2025-05-16 00:00:00,15.6,12.8,21.1,0.0,6.9,1014.4
2025-05-17 00:00:00,15.0,12.8,18.9,1.3,14.7,1015.3
2025-05-18 00:00:00,16.0,13.3,20.0,1.6,10.1,1014.6
2025-05-19 00:00:00,17.5,11.7,25.6,0.0,7.3,1014.2
2025-05-20 00:00:00,20.3,12.8,28.3,0.0,5.2,1012.7
2025-05-21 00:00:00,19.1,12.2,27.8,0.0,4.9,1012.3
2025-05-22 00:00:00,18.0,13.9,25.6,0.0,5.4,1013.3
2025-05-23 00:00:00,17.9,15.0,23.3,0.0,7.2,1013.6
2025-05-24 00:00:00,17.0,12.8,21.7,0.0,10.7,1015.4
2025-05-25 00:00:00,16.8,13.9,21.1,0.0,7.7,1016.3
2025-05-26 00:00:00,17.5,15.0,22.8,0.0,7.6,1015.3
2025-05-27 00:00:00,17.5,15.0,22.2,0.0,7.4,1015.0
2025-05-28 00:00:00,16.0,14.4,21.1,0.0,7.0,1014.9
2025-05-29 00:00:00,17.3,15.0,22.2,0.0,6.8,1013.8
2025-05-30 00:00:00,19.4,14.4,25.0,0.0,10.1,1013.5
2025-05-31 00:00:00,20.2,13.9,27.2,0.0,4.9,1013.4
2025-06-01 00:00:00,21.4,17.2,30.0,0.9,7.5,1012.7
2025-06-02 00:00:00,18.8,15.6,24.4,0.0,6.7,1014.5
2025-06-03 00:00:00,17.2,15.6,20.6,0.0,8.0,1013.9
2025-06-04 00:00:00,16.7,14.4,20.0,0.0,8.3,1012.4
2025-06-05 00:00:00,16.7,15.6,18.3,0.3,8.3,1012.4
2025-06-06 00:00:00,16.8,15.6,19.4,0.0,6.7,1013.2
2025-06-07 00:00:00,17.5,15.6,22.2,0.0,7.5,1014.6
2025-06-08 00:00:00,17.9,15.6,22.2,0.0,6.7,1014.2
2025-06-09 00:00:00,17.5,15.6,22.2,0.0,8.7,1013.6
2025-06-10 00:00:00,17.8,15.0,23.3,0.0,7.1,1014.0
2025-06-11 00:00:00,17.8,14.1,22.2,0.0,8.3,1013.0
2025-06-12 00:00:00,17.7,14.4,23.9,0.0,8.7,1011.4
2025-06-13 00:00:00,17.5,14.4,21.1,0.0,8.0,1011.4
2025-06-14 00:00:00,18.6,13.9,24.4,0.0,5.9,1012.2
2025-06-15 00:00:00,20.4,14.4,31.1,0.0,6.6,1012.0
2025-06-16 00:00:00,19.8,15.0,26.7,0.0,5.3,1012.0
2025-06-17 00:00:00,21.0,16.1,27.2,0.0,5.4,1010.4
2025-06-18 00:00:00,20.7,16.1,27.2,0.0,5.7,1009.4
2025-06-19 00:00:00,19.0,15.0,23.9,0.0,6.9,1010.2
2025-06-20 00:00:00,18.9,14.4,24.4,0.0,9.2,1010.6
2025-06-21 00:00:00,18.6,15.6,23.3,0.0,15.3,1011.4
2025-06-22 00:00:00,18.8,12.8,23.9,0.0,7.7,1012.5
2025-06-23 00:00:00,17.8,13.9,22.8,0.0,7.4,1013.6
2025-06-24 00:00:00,18.0,15.0,22.8,0.0,7.1,1014.9
2025-06-25 00:00:00,18.7,15.6,23.3,0.0,7.7,1014.5
2025-06-26 00:00:00,18.8,15.0,23.9,0.0,7.2,1013.2
2025-06-27 00:00:00,18.7,14.4,24.4,0.0,6.3,1013.2
2025-06-28 00:00:00,19.8,15.6,26.7,0.0,6.2,1014.4
2025-06-29 00:00:00,20.3,16.7,26.1,0.0,7.1,1013.4
2025-06-30 00:00:00,20.3,16.7,26.1,0.0,8.4,1011.6
2025-07-01 00:00:00,19.3,15.6,23.9,0.0,7.4,1011.1
2025-07-02 00:00:00,18.5,15.0,22.8,0.0,7.8,1011.3
2025-07-03 00:00:00,18.7,15.6,23.3,0.0,6.9,1012.8
2025-07-04 00:00:00,19.9,15.6,25.6,0.0,6.3,1015.8
2025-07-05 00:00:00,20.2,15.6,26.1,0.0,8.0,1016.8
2025-07-06 00:00:00,19.3,15.6,24.4,0.0,6.8,1014.5
2025-07-07 00:00:00,19.4,16.7,23.9,0.0,6.9,1014.7
2025-07-08 00:00:00,19.8,13.9,26.7,0.0,6.9,1016.8
2025-07-09 00:00:00,20.9,16.7,26.1,0.0,7.5,1015.6
2025-07-10 00:00:00,20.9,16.1,26.1,0.0,5.9,1013.0
2025-07-11 00:00:00,20.0,16.1,26.7,0.0,7.2,1013.6
2025-07-12 00:00:00,19.2,15.6,24.4,0.0,7.4,1015.4
2025-07-13 00:00:00,19.9,17.2,25.0,0.0,7.0,1015.4
2025-07-14 00:00:00,20.1,17.8,25.0,0.0,7.4,1013.9
2025-07-15 00:00:00,19.6,16.1,23.9,0.0,7.4,1013.8
2025-07-16 00:00:00,19.9,16.7,25.6,0.0,7.6,1013.8
2025-07-17 00:00:00,19.9,16.7,25.6,0.0,6.2,1013.5
2025-07-18 00:00:00,20.1,17.8,24.4,0.0,8.5,1014.8
2025-07-19 00:00:00,20.3,18.3,24.4,0.0,8.2,1015.9
2025-07-20 00:00:00,19.0,17.3,22.8,0.0,9.5,1015.5
2025-07-21 00:00:00,19.3,16.9,23.3,0.0,10.6,1015.0
2025-07-22 00:00:00,20.2,18.3,23.9,0.0,8.6,1014.8
2025-07-23 00:00:00,20.8,17.2,25.6,0.0,9.3,1016.3
2025-07-24 00:00:00,19.7,16.1,23.9,0.0,8.4,1017.6
2025-07-25 00:00:00,19.6,16.7,23.9,0.0,9.0,1016.0
2025-07-26 00:00:00,19.1,15.6,23.3,0.0,8.6,1015.1
2025-07-27 00:00:00,19.8,16.7,23.9,0.0,8.7,1015.1
2025-07-28 00:00:00,19.8,16.7,24.4,0.0,7.3,1016.5
2025-07-29 00:00:00,19.7,16.7,25.6,0.0,6.4,1016.8
2025-07-30 00:00:00,19.5,15.0,25.6,0.0,6.1,1015.3
2025-07-31 00:00:00,18.8,14.4,24.4,0.0,5.8,1015.3
2025-08-01 00:00:00,19.4,15.6,25.6,0.0,6.6,1018.0
2025-08-02 00:00:00,20.1,16.7,26.1,0.0,7.0,1018.2
2025-08-03 00:00:00,20.0,16.1,26.1,0.0,6.4,1015.4
2025-08-04 00:00:00,19.5,15.0,24.4,0.0,6.1,1013.3
2025-08-05 00:00:00,20.3,15.6,26.7,0.0,5.7,1014.6
2025-08-06 00:00:00,21.4,15.0,28.3,0.0,5.7,1015.4
2025-08-07 00:00:00,22.6,16.7,30.0,0.0,5.2,1013.4
2025-08-08 00:00:00,20.8,17.8,26.1,0.0,6.6,1012.4
2025-08-09 00:00:00,20.4,17.8,25.6,0.0,6.8,1012.5
2025-08-10 00:00:00,21.4,17.8,26.7,0.0,7.7,1013.8
2025-08-11 00:00:00,20.4,16.7,25.6,0.0,6.7,1013.6
2025-08-12 00:00:00,19.6,15.6,25.0,0.0,6.1,1012.9
2025-08-13 00:00:00,19.9,16.7,25.0,0.0,6.4,1013.1
2025-08-14 00:00:00,19.8,15.6,26.1,0.0,6.5,1012.7
2025-08-15 00:00:00,20.0,16.7,27.2,0.0,10.6,1014.0
2025-08-16 00:00:00,20.1,16.7,24.4,0.0,9.8,1015.8
2025-08-17 00:00:00,20.3,17.2,25.6,0.0,6.7,1014.6
2025-08-18 00:00:00,20.8,17.2,25.6,0.0,5.7,1013.9
2025-08-19 00:00:00,20.7,16.7,27.8,0.0,5.6,1015.3
2025-08-20 00:00:00,21.2,15.0,27.8,0.0,4.9,1013.3
2025-08-21 00:00:00,23.0,17.8,29.4,0.0,4.8,1010.7
2025-08-22 00:00:00,23.0,19.4,29.4,0.0,5.6,1010.4
2025-08-23 00:00:00,23.8,18.3,32.8,0.0,8.6,1011.5
2025-08-24 00:00:00,22.7,18.3,27.8,0.0,6.4,1011.6
2025-08-25 00:00:00,21.6,18.3,27.2,0.0,7.1,1011.8
2025-08-26 00:00:00,21.5,17.8,27.2,0.0,5.4,1014.2
2025-08-27 00:00:00,23.1,17.0,31.0,0.0,8.0,1016.7
2025-08-28 00:00:00,22.4,21.0,26.0,0.3,6.3,1016.6
2025-08-29 00:00:00,24.7,19.0,33.0,0.0,10.6,1015.2
2025-08-30 00:00:00,23.6,18.0,31.0,0.0,8.2,1013.4
2025-08-31 00:00:00,22.8,18.0,31.0,0.0,6.9,1012.8
2025-09-01 00:00:00,22.6,17.0,29.0,0.0,7.2,1013.2
2025-09-02 00:00:00,24.3,19.0,29.6,0.0,11.2,1012.9
2025-09-03 00:00:00,24.6,20.0,30.4,0.0,10.1,1012.5
2025-09-04 00:00:00,,,,,,
2025-09-05 00:00:00,20.8,17.0,26.0,,,1011.0
2025-09-06 00:00:00,21.5,18.0,27.0,,,1014.5
2025-09-07 00:00:00,23.4,18.0,31.0,,,1017.0
2025-09-08 00:00:00,22.3,17.0,29.0,,,1016.5
2025-09-09 00:00:00,20.7,18.0,26.0,,,1013.6
2025-09-10 00:00:00,20.9,18.0,27.0,,9.0,1013.2
2025-09-11 00:00:00,20.6,17.0,25.0,0.0,7.4,1014.2
2025-09-12 00:00:00,19.8,14.0,25.0,0.0,6.2,1013.9
2025-09-13 00:00:00,20.2,18.0,24.0,0.0,6.5,1013.0
2025-09-14 00:00:00,20.2,17.0,26.0,0.0,6.8,1011.6
2025-09-15 00:00:00,22.0,18.0,27.0,0.0,5.7,1011.7
2025-09-16 00:00:00,24.3,18.0,32.0,0.0,6.0,1013.0
2025-09-17 00:00:00,22.4,20.0,29.0,1.1,6.0,1012.6
2025-09-18 00:00:00,22.9,19.0,28.0,0.0,7.0,1010.6
2025-09-19 00:00:00,21.5,18.0,27.0,0.0,6.0,1012.8
2025-09-20 00:00:00,21.0,17.0,27.0,0.0,5.9,1014.2
2025-09-21 00:00:00,20.5,17.0,27.0,1.5,4.1,1012.5
2025-09-22 00:00:00,21.2,18.0,29.0,3.3,7.3,1010.7
2025-09-23 00:00:00,22.1,18.0,29.0,0.0,5.1,1011.0
2025-09-24 00:00:00,21.6,17.0,28.0,0.0,7.5,1014.4
2025-09-25 00:00:00,19.7,16.0,24.4,0.0,4.2,
2025-09-26 00:00:00,19.9,17.2,22.7,0.4,7.8,
2025-09-27 00:00:00,20.6,17.5,24.0,0.0,7.8,1012.1
2025-09-28 00:00:00,21.1,17.9,25.6,0.0,8.0,1014.6
